omega,c1,c2,swarm,score,forced,leftover
2,2.482098439765937,2.5,1.2485013048256204,48.34106425500154,91.758,5,0
2,2.36455346989539,2.3179094888993625,1.2837627163054528,33.72890845292057,78.15,9,0
2,2.5,2.4805149588779654,1.0767220585122674,52.79642385585782,72.558,7,0
1,0.3,2.5,2.077643229930124,65.02412995846716,69.348,5,0
2,2.4327268198420597,2.5,1.1395144035456815,65.61641170635967,99.302,7,0
2,2.2880459738676198,2.5,1.3708479621668443,76.34202652421236,79.908,2,0
2,1.5286392368044806,2.5,0.9639691325701314,31.440791924248188,93.002,7,0
2,2.169183506456545,2.5,1.5528656354174188,43.02980544349461,88.552,6,0
2,2.4048433342319027,2.5,1.0419351801417578,29.43402773275858,98.53,5,0
2,2.051584358444882,1.9690321081673756,1.9763507691343616,70.35136848051792,94.122,6,0
2,2.154743933216582,2.0763246206625525,1.1317727698634448,22.81137406482602,99.272,6,0
2,2.3310558638422485,2.5,1.341854973820345,91.83020089216913,96.992,8,0
2,0.9416949226560355,0.3,1.2581174761125986,20.22947363300168,87.236,5,0
2,2.1639942870891344,2.5,1.2779726382780656,38.65381771825628,91.298,6,0
2,2.5,2.344299446581261,1.4467905242609538,90.91937570461126,90.78,7,0
2,2.0746715509540543,2.5,1.2774869607463346,38.40022913953851,89.258,7,0
2,2.3946544963656016,1.8974734876755075,1.544798879828463,40.755868994807024,82.27000000000001,5,0
2,1.889698524948235,2.088444923931791,0.3,100.0,87.63,9,0
2,2.0662884341044054,2.5,1.6341296251361581,23.715740183304646,77.226,8,0
2,2.1154480895801955,2.5,1.6321364010070267,83.70291012482302,72.934,5,0
2,2.1137973072900555,2.126049506188522,1.6037517087009858,50.22058944766876,89.546,4,0
2,2.251443217689146,2.5,1.4248483995612378,48.536048242683975,83.846,6,0
2,2.5,2.5,1.5461759659599896,45.463427660668096,91.56,8,0
2,2.4493324408078325,2.5,1.1610492166870028,72.20057425179088,86.194,3,0
2,1.86241185819312,2.3303928303529418,0.840068900044787,29.03260460799858,79.176,5,0
2,2.3351593978939156,2.5,1.234032951957925,32.94080690207483,89.74,5,0
0,2.3461706088485745,1.7276660020520076,0.3,33.520930306475336,86.84,5,0
2,2.366679098626908,2.5,0.36009618434107893,31.184574405055642,77.028,6,0
2,2.224759891937379,1.3100107027439725,1.1467004387252295,47.63620998406283,97.012,7,0
2,2.2491250221983115,2.4613655742766363,2.243437236400799,18.415590130845985,88.634,5,0
2,2.242517506896842,1.910828007502602,1.0967639410105439,64.421061487971,76.44200000000001,6,0
2,2.3493095323187365,2.5,1.5790578947004152,40.28205852933859,89.13,3,0
2,2.5,2.4856409092482847,1.616662786077244,11.769400165682342,87.128,7,0
1,1.1779671290824334,1.7408506509651533,2.1159848801618284,43.37459331826736,75.5,4,0
2,2.4609835400677165,2.5,1.2382780692016075,20.960046145094907,94.742,8,0
2,1.311739483204863,1.6091463187050667,1.2272535063014276,49.26331114844598,92.266,4,0
2,2.1403739189321205,1.9307577202441981,1.0637592254220172,28.763272753757978,94.458,8,0
2,2.2114744292959365,2.5,1.8619297519336038,31.94167370226387,101.136,4,0
2,2.151931222946816,2.5,1.2061171960127126,26.4937038662666,84.83,6,0
2,0.966436108720693,2.190053695661548,1.8962878590882184,70.40819704137516,105.678,9,0
2,2.107094084077802,2.359386942213285,1.0563019083405232,24.2530394810737,94.182,6,0
2,2.4725063272801404,2.5,1.3722396820628284,56.642414899905134,107.818,5,0
2,2.5,1.3294194557168788,1.2402874274135416,68.10915112320768,104.28999999999999,0,0
2,2.1328305986120206,2.5,1.217175635089402,51.08986697896776,93.498,6,0
2,2.3773475669241124,1.952026704543435,1.3399756345243994,55.600855309210345,77.43,4,0
2,2.2334127077748858,2.2971936780835827,1.3281796274275028,37.16488817103968,79.746,8,0
2,2.4621424504376592,1.9675424556644376,1.6960683720422034,38.32427305274673,92.884,5,0
2,1.9855140638901712,2.1989734751524193,0.7897366019956817,65.98257929794433,94.7,7,0
2,2.1989837231959237,2.473402985951445,1.2481717256084377,17.031390722398648,93.026,7,0
2,2.1690471831363207,2.5,0.9727589075511333,27.799115966941237,87.566,8,0
1,2.226369659201067,1.5807524909843147,1.6146851572920382,100.0,82.748,6,0
2,2.0910259135437985,2.5,1.2090136089321852,58.93695957595626,85.14,9,0
2,2.2436729143097054,2.5,1.5709843743263132,32.27155772687916,80.968,8,0
2,2.5,2.5,2.151016435725322,85.70754893314574,88.402,5,0
2,1.8724697892224007,2.5,1.7246639499022585,25.229669884762913,98.378,4,0
2,2.4066434686581335,2.5,1.252133508419403,15.562020858991986,93.142,6,0
0,2.2844884840394917,2.3205504505514165,0.8252717760085091,33.61475321499657,72.32600000000001,6,0
2,2.3109062739210593,2.4135306318752514,0.7485137528118736,23.06623464019563,96.108,5,0
2,2.3085705595326904,1.7479845964144,1.3767065661601408,55.146145316437064,91.47,6,0
2,2.1357911090292316,2.203795816722755,1.2032870087860226,66.16910675647591,94.726,6,0
2,2.246691695695018,1.683218592651631,1.1479899262104452,47.35668078955269,83.092,9,0
2,2.2358473200450373,2.2525076588708295,1.943071076056372,63.94166559238121,87.272,6,0
2,2.2184348265911296,1.4250493865768648,1.8040641038497702,47.64054645842777,86.112,6,0
2,1.4800900175508722,1.0659213058660924,1.2638405013131229,25.27927827216511,88.22,7,0
2,2.443726336933699,2.5,1.1990610497373586,10.0,86.548,10,0
2,1.3715913146554883,2.191852665197077,1.5802743965349872,58.514906808733265,77.292,7,0
1,2.307194860389022,0.8577598043444241,1.3424237607290517,40.15092502840456,77.446,7,0
2,2.24392489235993,2.5,1.6277091150403347,29.47369324085769,93.626,3,0
2,2.362000170498961,2.5,1.303397351678371,38.44224369532465,94.032,7,0
2,0.6577635676851862,2.4990088969695328,1.3505031869879909,69.09967360525636,80.634,7,0
2,2.2453650378307706,2.27961848508081,1.234764171078886,34.71886345728844,86.876,5,0
2,0.3,2.5,1.2279485871284237,60.0449043860803,97.102,7,0
1,2.2057047312695937,2.4413888813385456,0.9027890650861209,58.73400961727167,75.754,7,0
2,2.1927009568066924,2.5,1.2227908113401402,55.568558395666145,83.626,9,0
2,2.1941664532552103,1.4259783159000208,1.2089798209901441,33.44058624927895,100.984,8,0
2,2.2731270333314857,2.229467195851634,1.2430830414898077,39.28449424633546,77.194,6,0
2,2.4113752640616353,1.7088907897039474,1.4475151111667355,40.130076472736015,93.53999999999999,7,0
2,2.193607454847296,2.3952727018201996,1.2363197771904948,10.0,98.622,5,0
2,2.304335504500681,2.2762907435338464,1.0177898099321836,50.53713145072229,83.404,7,0
2,2.267553302349495,2.5,0.4738878787797075,31.1309423517706,75.04,6,0
1,2.3214626954328237,1.1540968578599984,0.7347362745108967,83.9970535292346,98.012,2,0
1,2.182778107620684,2.5,1.4569758780126425,59.89021225654261,67.396,7,0
2,2.0622505643712663,2.5,1.1601793564399934,33.02947387483608,93.168,3,0
